0.68284	0.68172	0.67834	0.67308	0.67828	0.71487	0.70695	0.70584	0.6993	0.70549	0.71781	0.69264	0.70873	0.71086	0.74264	0.72965	0.74986	0.75936	0.74484	0.72996	0.72439	0.71009	0.69311	0.68193	0.69318	0.6634	0.70287	0.70326	0.66921	0.69349	0.65695	0.67535	0.74303	0.73115	0.7242	0.74533	0.71779	0.71525	0.7171	0.71291	0.70096	0.72975	0.73112	0.7331	0.72961	0.72658	0.71873	0.7353	0.73372	0.72107	0.72375	0.72245	0.71103	0.7154	0.71106	0.70283	0.70957	0.69586	0.69249	0.70334	0.69986	0.69842	0.72528	0.70294	0.69899	0.68439	0.70587	0.71047	0.69499	0.70415	0.71418	0.70172	0.70993	0.70989	0.69975	0.72704	0.73157	0.73606	0.75306	0.74414	0.7499	0.74682	0.73442	0.73917	0.72569	0.71343	0.70507	0.70965	0.71485	0.72092	0.72331	0.68303	0.67929	0.70137	0.70929	0.71057	0.67496	0.67773	0.65356	0.60926	0.58032	0.55509	0.53434	0.52775	0.54208	0.49269	0.63487	0.75122	0.80399	0.86612	0.89247	0.91534	0.96883	0.96904	0.88954	0.77906	0.62171	0.44974	0.3069	0.26448	0.29719	0.34816	0.37296	0.33132	0.28035	0.20397	0.1614	0.10757	0.06631	0.04694	0.05154	0.04974	0.039945	0.042888	0.046159	0.05223	0.038837	0.033322	0.040518	0.028484	0.034912	0.035496	0.037087	0.037942	0.043477	0.029524	0.045251	0.038401	0.025311	0.031156
0.72649	0.73638	0.73514	0.73717	0.72867	0.71442	0.7077	0.71197	0.70846	0.70321	0.73597	0.72633	0.74291	0.73773	0.72765	0.74537	0.76288	0.75643	0.74217	0.74111	0.73161	0.71896	0.70933	0.70804	0.71549	0.70984	0.7199	0.72036	0.71324	0.71499	0.71455	0.72258	0.74187	0.74523	0.74289	0.74028	0.73239	0.7279	0.72224	0.7216	0.72013	0.73081	0.74834	0.77299	0.75199	0.74528	0.74022	0.7537	0.77759	0.75995	0.76995	0.75679	0.7544	0.71812	0.69696	0.70566	0.69608	0.71066	0.74637	0.73642	0.71681	0.69396	0.7047	0.67296	0.6686	0.72483	0.71979	0.71492	0.70523	0.71144	0.73125	0.72503	0.72367	0.70321	0.71903	0.70957	0.73612	0.7451	0.74493	0.75944	0.7507	0.75754	0.75471	0.74973	0.7286	0.72383	0.72785	0.7278	0.71275	0.72788	0.72341	0.72412	0.72386	0.72909	0.74619	0.73368	0.71309	0.70308	0.65905	0.63953	0.61505	0.58981	0.55269	0.5576	0.574	0.64182	0.71365	0.80117	0.86651	0.929	0.99076	1.0516	1.0762	1.036	0.98347	0.88468	0.73208	0.54906	0.39201	0.30698	0.32263	0.35007	0.37815	0.35266	0.2897	0.235	0.15974	0.10392	0.065693	0.061368	0.059189	0.063289	0.043928	0.040554	0.060827	0.055745	0.040358	0.035282	0.034247	0.045221	0.042228	0.028815	0.031162	0.042955	0.036733	0.038964	0.037223	0.042103	0.02431	0.047711
0.7081	0.71926	0.72374	0.72571	0.69485	0.67766	0.71012	0.69562	0.63554	0.66787	0.65051	0.7241	0.7185	0.72091	0.72704	0.73782	0.73395	0.73045	0.73767	0.71696	0.70934	0.70813	0.71367	0.7152	0.72129	0.72367	0.7224	0.72443	0.71789	0.7151	0.71836	0.72694	0.7307	0.72192	0.71963	0.7405	0.7436	0.74171	0.72237	0.73111	0.72715	0.71911	0.73638	0.75125	0.73259	0.71199	0.70512	0.69347	0.70018	0.73824	0.7432	0.72339	0.71561	0.72223	0.71312	0.73833	0.7438	0.73624	0.72052	0.70869	0.7117	0.73886	0.7459	0.75918	0.74015	0.74351	0.73905	0.73749	0.73145	0.74239	0.73307	0.7255	0.72034	0.72386	0.70714	0.7073	0.69867	0.72375	0.73902	0.73854	0.74288	0.76172	0.76246	0.76043	0.74717	0.7549	0.74204	0.74197	0.73745	0.73664	0.71018	0.71563	0.72568	0.75522	0.77523	0.73115	0.70968	0.67969	0.64421	0.67473	0.6462	0.60943	0.58455	0.6023	0.62007	0.66586	0.71949	0.7971	0.85097	0.9183	0.98968	1.0488	1.0696	1.0609	0.99342	0.88042	0.73772	0.57197	0.40629	0.29112	0.28852	0.32526	0.33383	0.34886	0.29341	0.21233	0.15403	0.095998	0.074018	0.071374	0.065304	0.042932	0.038471	0.040164	0.027416	0.040851	0.052414	0.043325	0.033541	0.054466	0.058828	0.041684	0.036579	0.046386	0.050393	0.035465	0.047033	0.053372	0.051893	0.043794
0.71052	0.69148	0.67969	0.71713	0.7214	0.70773	0.70085	0.70878	0.71563	0.72281	0.73757	0.75814	0.72819	0.70999	0.69227	0.65726	0.71757	0.69774	0.67284	0.67971	0.68065	0.69056	0.722	0.71782	0.73079	0.74115	0.72158	0.73708	0.7188	0.70915	0.71684	0.73613	0.73207	0.69213	0.67322	0.68807	0.66404	0.69161	0.72696	0.71028	0.72318	0.71751	0.72086	0.72169	0.73195	0.73246	0.73956	0.74319	0.7397	0.74549	0.74762	0.7311	0.71987	0.74231	0.73484	0.7451	0.72825	0.72526	0.72712	0.72381	0.73635	0.73499	0.70588	0.69313	0.6919	0.68798	0.74982	0.72528	0.69613	0.69496	0.7148	0.72682	0.72911	0.71405	0.71	0.70266	0.72258	0.70926	0.7396	0.74189	0.75997	0.75203	0.75993	0.75108	0.7431	0.741	0.73251	0.72059	0.7104	0.71055	0.72385	0.71474	0.73284	0.73721	0.71771	0.71252	0.71353	0.70397	0.68877	0.63204	0.58636	0.57103	0.56102	0.55646	0.57122	0.62834	0.67817	0.74067	0.83983	0.902	0.95451	0.98086	1.011	0.98722	0.94619	0.85353	0.72992	0.56745	0.39536	0.29313	0.27613	0.3228	0.36514	0.33496	0.27195	0.20594	0.13901	0.1023	0.069786	0.063145	0.050079	0.0453	0.038585	0.044796	0.043838	0.046804	0.044596	0.043109	0.055446	0.038317	0.031795	0.034882	0.040493	0.03302	0.0206	0.039026	0.039054	0.049978	0.033705	0.034247
0.69263	0.69115	0.68678	0.68157	0.67665	0.68227	0.68182	0.69843	0.7106	0.71639	0.72977	0.73053	0.74335	0.73811	0.73993	0.73451	0.71824	0.72451	0.72809	0.70906	0.72623	0.72584	0.71628	0.71452	0.71972	0.73233	0.71599	0.71593	0.71361	0.6994	0.67576	0.69289	0.68953	0.68122	0.69344	0.69617	0.69299	0.69066	0.68796	0.68863	0.67183	0.69129	0.72125	0.68829	0.69877	0.70419	0.72375	0.73447	0.70994	0.69034	0.68056	0.71223	0.69302	0.70717	0.72278	0.71148	0.72342	0.73426	0.7303	0.73587	0.72294	0.73145	0.7307	0.74487	0.74837	0.73123	0.72077	0.7162	0.73926	0.74341	0.70495	0.69965	0.70047	0.69197	0.69046	0.69254	0.69719	0.70052	0.71432	0.72577	0.74041	0.74611	0.75037	0.74445	0.74063	0.74116	0.72866	0.70986	0.70297	0.70465	0.72291	0.73449	0.74139	0.75707	0.75849	0.76632	0.75411	0.71841	0.6833	0.64044	0.60892	0.58721	0.5752	0.58052	0.59282	0.63109	0.63087	0.68868	0.79413	0.87652	0.9268	0.9412	0.96586	0.97254	0.93704	0.86857	0.73764	0.59784	0.44178	0.30243	0.27938	0.3257	0.35575	0.33104	0.27037	0.18386	0.10482	0.080315	0.048131	0.059597	0.042388	0.043381	0.034182	0.032002	0.039755	0.035206	0.031327	0.048797	0.043347	0.031398	0.033457	0.042962	0.042531	0.036086	0.021794	0.028663	0.035583	0.042644	0.031993	0.039056
0.66453	0.6867	0.72698	0.69612	0.70471	0.70776	0.71079	0.72756	0.74802	0.74596	0.74689	0.73948	0.73753	0.7269	0.7266	0.73318	0.71762	0.71706	0.70554	0.71227	0.72847	0.72317	0.70792	0.70909	0.71632	0.7244	0.73606	0.73245	0.72012	0.71386	0.71985	0.71394	0.75343	0.74588	0.74017	0.74393	0.73772	0.72959	0.74145	0.73037	0.7244	0.71284	0.71105	0.69113	0.68057	0.70006	0.70096	0.72152	0.72488	0.71816	0.71834	0.72214	0.73023	0.74937	0.75711	0.76335	0.73477	0.731	0.73149	0.73818	0.71854	0.73551	0.74307	0.73595	0.73492	0.7315	0.72594	0.72463	0.72403	0.72092	0.70751	0.6993	0.69406	0.689	0.6928	0.69869	0.70374	0.70848	0.71596	0.72325	0.7298	0.74163	0.75099	0.73574	0.73382	0.75435	0.73109	0.68724	0.68698	0.68216	0.68222	0.71174	0.7295	0.71116	0.74065	0.70419	0.66988	0.69213	0.68256	0.65545	0.62358	0.59023	0.56099	0.53461	0.56251	0.6289	0.6522	0.71362	0.78949	0.83872	0.89939	0.94752	0.97948	0.97751	0.92661	0.82182	0.73803	0.5791	0.42026	0.31235	0.26685	0.3104	0.33603	0.32429	0.25687	0.18965	0.12459	0.066922	0.059853	0.041467	0.050292	0.029783	0.035098	0.032208	0.040946	0.035707	0.032173	0.040984	0.048715	0.043958	0.053622	0.036882	0.04208	0.046067	0.039089	0.044556	0.034545	0.02512	0.02079	0.031607
0.7178	0.71786	0.70525	0.69969	0.69622	0.69691	0.71252	0.71094	0.70021	0.70513	0.71081	0.70461	0.69793	0.7041	0.70717	0.72456	0.72575	0.73393	0.7346	0.74066	0.74147	0.73643	0.72539	0.73519	0.72705	0.73071	0.72813	0.74506	0.72487	0.71847	0.73637	0.74106	0.7107	0.6918	0.69493	0.71822	0.73645	0.72576	0.71332	0.70093	0.71275	0.70762	0.69498	0.7043	0.70272	0.7005	0.71988	0.7073	0.70555	0.70689	0.71929	0.73149	0.73376	0.74022	0.74621	0.75097	0.74324	0.73863	0.73602	0.73609	0.72906	0.72174	0.71925	0.72095	0.72386	0.73391	0.72685	0.73235	0.71131	0.70874	0.70488	0.696	0.68744	0.67718	0.69306	0.70568	0.71059	0.71371	0.71781	0.72145	0.72636	0.72915	0.72496	0.72284	0.72002	0.71952	0.71183	0.7204	0.70905	0.72305	0.72309	0.73004	0.74257	0.75982	0.7593	0.73415	0.73341	0.70383	0.69673	0.67694	0.62505	0.59593	0.56299	0.56924	0.58885	0.58643	0.64564	0.69997	0.76219	0.82567	0.90793	1.0035	1.0277	0.99479	0.94416	0.84633	0.70899	0.53524	0.35962	0.27527	0.26307	0.31358	0.35005	0.32563	0.26732	0.2015	0.15088	0.098866	0.079191	0.06251	0.043604	0.05572	0.040971	0.035697	0.022636	0.027859	0.032399	0.044273	0.041311	0.035606	0.032502	0.029326	0.027414	0.027849	0.042154	0.035258	0.028163	0.040328	0.04997	0.042596
0.72727	0.71642	0.70412	0.67251	0.69973	0.74239	0.72034	0.7195	0.71521	0.75219	0.73212	0.70377	0.7132	0.71626	0.74172	0.7248	0.72346	0.71182	0.72885	0.71953	0.72546	0.73086	0.70821	0.71965	0.71509	0.70827	0.70566	0.70977	0.7098	0.7104	0.71109	0.70989	0.69858	0.70408	0.71569	0.72749	0.73339	0.72992	0.72493	0.72003	0.71756	0.70587	0.69721	0.71833	0.72531	0.72086	0.71517	0.68096	0.68313	0.68458	0.72042	0.75079	0.73309	0.73156	0.73654	0.75109	0.74858	0.74425	0.73787	0.74111	0.73986	0.70315	0.69123	0.70479	0.70211	0.66938	0.69405	0.71391	0.68322	0.67371	0.69537	0.69236	0.68254	0.63922	0.69656	0.72038	0.71923	0.71796	0.72011	0.71839	0.72506	0.72366	0.69685	0.71066	0.7039	0.69188	0.67629	0.68695	0.71889	0.71297	0.60135	0.62895	0.76794	0.7551	0.77943	0.78305	0.77317	0.74465	0.71567	0.66507	0.58936	0.50428	0.53884	0.59475	0.598	0.58106	0.55532	0.59997	0.60031	0.68982	0.80393	0.96252	1.0247	1.0372	0.95128	0.87346	0.79683	0.65322	0.49575	0.32899	0.24228	0.27199	0.27603	0.2292	0.13597	0.082807	0.075029	0.031167	0.032716	0.051661	0.048135	0.034237	0.045755	0.04482	0.049451	0.037178	0.033174	0.024484	0.038215	0.032985	0.022666	0.035472	0.035817	0.029319	0.029164	0.029021	0.039939	0.036467	0.051952	0.045432
0.70375	0.69448	0.71649	0.72873	0.72854	0.7303	0.73504	0.75113	0.75251	0.74742	0.73884	0.75372	0.75149	0.72931	0.7282	0.71553	0.72343	0.73259	0.71934	0.69428	0.70172	0.70156	0.69501	0.69489	0.70538	0.68163	0.67648	0.67858	0.69415	0.70223	0.68771	0.68884	0.66965	0.71024	0.73628	0.74268	0.73968	0.73561	0.73646	0.73669	0.73158	0.72573	0.70364	0.70394	0.68223	0.69706	0.7068	0.68578	0.70121	0.69985	0.69759	0.68278	0.67968	0.69649	0.72978	0.73608	0.73252	0.75458	0.74409	0.74833	0.75314	0.76465	0.75552	0.73585	0.72567	0.72469	0.73044	0.72348	0.71736	0.70686	0.68088	0.68101	0.67828	0.70583	0.69082	0.688	0.6803	0.69002	0.68856	0.70333	0.70138	0.69503	0.70429	0.69936	0.71172	0.71472	0.71636	0.72757	0.72083	0.70168	0.72914	0.73898	0.74883	0.74938	0.76549	0.76288	0.7355	0.7271	0.74049	0.66634	0.60864	0.58689	0.57807	0.57596	0.58942	0.6248	0.66148	0.71214	0.78859	0.84578	0.88807	0.94695	0.99152	1.0074	0.98113	0.90788	0.77005	0.61221	0.42621	0.3061	0.27961	0.30669	0.33657	0.32189	0.26927	0.18258	0.13869	0.10795	0.067995	0.067957	0.0483	0.039487	0.038628	0.046142	0.030677	0.042169	0.041095	0.033738	0.031591	0.030453	0.046179	0.047114	0.047475	0.044567	0.040913	0.042041	0.028767	0.041999	0.045177	0.03823
0.70898	0.69243	0.70538	0.6987	0.70203	0.70507	0.70198	0.69845	0.69801	0.70441	0.70183	0.6944	0.71901	0.7193	0.73013	0.731	0.72378	0.73418	0.72882	0.74097	0.72223	0.70987	0.70625	0.67165	0.66963	0.68933	0.67492	0.70329	0.72544	0.71418	0.70625	0.70473	0.70664	0.72544	0.73709	0.73896	0.73924	0.73176	0.7268	0.72661	0.72685	0.72258	0.71382	0.70893	0.70188	0.70694	0.70822	0.69388	0.686	0.68471	0.672	0.684	0.7075	0.70545	0.70296	0.71853	0.69718	0.72269	0.73072	0.72744	0.73285	0.75656	0.73942	0.74487	0.7463	0.7445	0.73639	0.73912	0.7298	0.72358	0.70964	0.69538	0.69875	0.68246	0.68243	0.69348	0.68244	0.68548	0.69152	0.69805	0.68386	0.67024	0.72253	0.6813	0.66962	0.71681	0.70101	0.67543	0.68559	0.66673	0.68243	0.72831	0.75888	0.75868	0.74595	0.76616	0.77357	0.75754	0.73714	0.71332	0.67245	0.63155	0.59221	0.58735	0.60324	0.63993	0.6779	0.76136	0.84527	0.89946	0.93141	0.98373	0.98338	1.0126	1.0084	0.90901	0.77708	0.65581	0.47824	0.3386	0.26493	0.29432	0.31454	0.33738	0.28848	0.2222	0.13985	0.10777	0.061555	0.058814	0.05248	0.051635	0.046892	0.042794	0.036372	0.053971	0.049706	0.045131	0.054044	0.042759	0.0613	0.039995	0.03475	0.039092	0.029176	0.038348	0.043169	0.047317	0.039399	0.04118
